AB_category	sample	sum_abund	country	rank	max_rank
macrolide	61_106_20121101_FRAG_BC_61_106_F3_72	9.99122639282829e-09	RUS	0.118908382066277	513
streptogramin antibiotic	61_106_20121101_FRAG_BC_61_106_F3_72	8.75605686612667e-09	RUS	0.131115459882583	511
lincosamide	SRS017433	1.62289685979047e-08	USA	0.191780821917808	511
macrolide	SRS017433	1.3952857560599e-08	USA	0.152046783625731	513
streptogramin antibiotic	SRS017433	1.37360749333324e-08	USA	0.180039138943249	511
lincosamide	SRR413556merged	2.91527145284953e-07	CHN	0.911937377690802	511
macrolide	SRR413556merged	2.97325829352201e-07	CHN	0.83625730994152	513
streptogramin antibiotic	SRR413556merged	2.82860625266868e-07	CHN	0.888454011741683	511
lincosamide	SRS045645	2.97118336072928e-08	USA	0.295499021526419	511
macrolide	SRS045645	6.27169168811561e-08	USA	0.378167641325536	513
streptogramin antibiotic	SRS045645	6.27169168811561e-08	USA	0.422700587084149	511
lincosamide	kazan5500_2014_03_31_1_L01_42BR_50trimmed_T_F3	5.69319313307561e-09	RUS_HOBL	0.0998043052837573	511
macrolide	kazan5500_2014_03_31_1_L01_42BR_50trimmed_T_F3	5.73107321281753e-09	RUS_HOBL	0.0682261208576998	513
streptogramin antibiotic	kazan5500_2014_03_31_1_L01_42BR_50trimmed_T_F3	5.69319313307561e-09	RUS_HOBL	0.0939334637964775	511
lincosamide	SRS058723	1.64316012592923e-07	USA	0.73385518590998	511
macrolide	SRS058723	2.0039796979188e-07	USA	0.705653021442495	513
streptogramin antibiotic	SRS058723	2.00299733083467e-07	USA	0.76908023483366	511
lincosamide	SRS011239	7.59336762281262e-08	USA	0.504892367906067	511
macrolide	SRS011239	6.56576897743815e-08	USA	0.39766081871345	513
streptogramin antibiotic	SRS011239	6.46461741053911e-08	USA	0.432485322896282	511
lincosamide	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_312	1.47848987621565e-07	RUS	0.702544031311155	511
macrolide	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_312	1.62165460975827e-07	RUS	0.639376218323587	513
streptogramin antibiotic	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_312	1.61233295642026e-07	RUS	0.700587084148728	511
lincosamide	SRR413636merged	1.91623955313153e-07	CHN	0.786692759295499	511
macrolide	SRR413636merged	1.76042983315818e-07	CHN	0.668615984405458	513
streptogramin antibiotic	SRR413636merged	1.73106025078923e-07	CHN	0.722113502935421	511
lincosamide	SRR413618merged	5.68997495814842e-08	CHN	0.412915851272016	511
macrolide	SRR413618merged	1.14595049846418e-07	CHN	0.53411306042885	513
streptogramin antibiotic	SRR413618merged	5.6999286799538e-08	CHN	0.391389432485323	511
lincosamide	BC_9_16_20111003_FRAG_BC_BC_1_8_20111003_F3_97	5.3168453183913e-08	RUS	0.405088062622309	511
macrolide	BC_9_16_20111003_FRAG_BC_BC_1_8_20111003_F3_97	8.68359093680553e-08	RUS	0.458089668615984	513
streptogramin antibiotic	BC_9_16_20111003_FRAG_BC_BC_1_8_20111003_F3_97	8.68359093680553e-08	RUS	0.512720156555773	511
lincosamide	SRS019685	1.10319231680687e-07	USA	0.594911937377691	511
macrolide	SRS019685	2.75381105545173e-07	USA	0.799220272904483	513
streptogramin antibiotic	SRS019685	2.74681162758754e-07	USA	0.870841487279843	511
lincosamide	SRR413761merged	2.9492382484988e-07	CHN	0.915851272015656	511
macrolide	SRR413761merged	3.26206196731884e-07	CHN	0.853801169590643	513
streptogramin antibiotic	SRR413761merged	2.91120618269572e-07	CHN	0.896281800391389	511
lincosamide	SRS063985	1.94267581762648e-07	USA	0.792563600782779	511
macrolide	SRS063985	1.9048748458258e-07	USA	0.695906432748538	513
streptogramin antibiotic	SRS063985	1.89530484718735e-07	USA	0.749510763209393	511
lincosamide	Tomsk_2014_02_28_1_L01_15_50trimmed_T_F3	1.76789953357404e-07	RUS_HOBL	0.753424657534247	511
macrolide	Tomsk_2014_02_28_1_L01_15_50trimmed_T_F3	3.13813315511014e-07	RUS_HOBL	0.846003898635478	513
streptogramin antibiotic	Tomsk_2014_02_28_1_L01_15_50trimmed_T_F3	2.87421953312476e-07	RUS_HOBL	0.894324853228963	511
lincosamide	MH0063_090126	2.56007638124543e-09	EUR	0.0450097847358121	511
macrolide	MH0063_090126	1.96840405212666e-09	EUR	0.0331384015594542	513
streptogramin antibiotic	MH0063_090126	1.96840405212666e-09	EUR	0.0430528375733855	511
lincosamide	kazan5500_2014_03_31_1_L02_64BR_50trimmed_T_F3	6.85195644567514e-08	RUS_HOBL	0.471624266144814	511
macrolide	kazan5500_2014_03_31_1_L02_64BR_50trimmed_T_F3	6.81825131691316e-08	RUS_HOBL	0.403508771929825	513
streptogramin antibiotic	kazan5500_2014_03_31_1_L02_64BR_50trimmed_T_F3	6.52824796928222e-08	RUS_HOBL	0.436399217221135	511
lincosamide	130_179_2_20120514_FRAG_BC_130_179_2_F3_179	2.0325608367705e-08	RUS	0.228962818003914	511
macrolide	130_179_2_20120514_FRAG_BC_130_179_2_F3_179	5.46574743567807e-08	RUS	0.346978557504873	513
streptogramin antibiotic	130_179_2_20120514_FRAG_BC_130_179_2_F3_179	2.44396033053427e-08	RUS	0.256360078277886	511
lincosamide	130_179_2_20120514_FRAG_BC_130_179_2_F3_178	3.32553339856844e-09	RUS	0.0665362035225049	511
macrolide	130_179_2_20120514_FRAG_BC_130_179_2_F3_178	7.0773306727081e-09	RUS	0.087719298245614	513
streptogramin antibiotic	130_179_2_20120514_FRAG_BC_130_179_2_F3_178	2.96203828665379e-09	RUS	0.0587084148727984	511
lincosamide	SRS057717	1.94465988253686e-07	USA	0.796477495107632	511
macrolide	SRS057717	1.95359614699278e-07	USA	0.701754385964912	513
streptogramin antibiotic	SRS057717	1.95322853538332e-07	USA	0.765166340508806	511
lincosamide	MH0022_081119	1.54708488342298e-08	EUR	0.181996086105675	511
macrolide	MH0022_081119	1.70292641496654e-08	EUR	0.175438596491228	513
streptogramin antibiotic	MH0022_081119	1.70292641496654e-08	EUR	0.203522504892368	511
lincosamide	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_176	3.54023709078164e-08	RUS	0.324853228962818	511
macrolide	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_176	6.93637695740767e-08	RUS	0.413255360623782	513
streptogramin antibiotic	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_176	2.57137553356394e-08	RUS	0.264187866927593	511
lincosamide	MH0048_081226	1.17793883115351e-08	EUR	0.152641878669276	511
macrolide	MH0048_081226	5.87554190527113e-09	EUR	0.0701754385964912	513
streptogramin antibiotic	MH0048_081226	5.87554190527113e-09	EUR	0.0958904109589041	511
lincosamide	MH0055_090125	2.98513430866833e-08	EUR	0.299412915851272	511
macrolide	MH0055_090125	5.96912682821707e-08	EUR	0.362573099415205	513
streptogramin antibiotic	MH0055_090125	5.96912682821707e-08	EUR	0.407045009784736	511
lincosamide	solid0717_20101126_FRAG_BC_1_Barcoded_pool_F3_Lib_41	1.28780986526865e-08	RUS	0.162426614481409	511
macrolide	solid0717_20101126_FRAG_BC_1_Barcoded_pool_F3_Lib_41	3.51368320774689e-07	RUS	0.888888888888889	513
streptogramin antibiotic	solid0717_20101126_FRAG_BC_1_Barcoded_pool_F3_Lib_41	8.16732310608748e-09	RUS	0.12133072407045	511
lincosamide	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_16P	4.41844390069472e-08	RUS	0.371819960861057	511
macrolide	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_16P	2.09023627741835e-07	RUS	0.715399610136452	513
streptogramin antibiotic	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_16P	5.24250239127412e-08	RUS	0.38160469667319	511
lincosamide	222_257_20111020_FRAG_BC_222_257_F3_253	3.9596422498704e-08	RUS	0.356164383561644	511
macrolide	222_257_20111020_FRAG_BC_222_257_F3_253	2.86724047180261e-08	RUS	0.241715399610136	513
streptogramin antibiotic	222_257_20111020_FRAG_BC_222_257_F3_253	2.85595584548429e-08	RUS	0.279843444227006	511
lincosamide	SRS018817	1.51275987802716e-07	USA	0.712328767123288	511
macrolide	SRS018817	3.15704207617181e-07	USA	0.84990253411306	513
streptogramin antibiotic	SRS018817	3.15704207617181e-07	USA	0.913894324853229	511
lincosamide	SRS019968	5.33489542758037e-08	USA	0.407045009784736	511
macrolide	SRS019968	5.65655198228682e-08	USA	0.350877192982456	513
streptogramin antibiotic	SRS019968	5.52197275119721e-08	USA	0.383561643835616	511
lincosamide	SRS014613	7.7436839602824e-08	USA	0.5146771037182	511
macrolide	SRS014613	8.05887831951442e-08	USA	0.448343079922027	513
streptogramin antibiotic	SRS014613	8.05887831951442e-08	USA	0.499021526418787	511
lincosamide	SRR413714merged	4.41854855092321e-07	CHN	0.976516634050881	511
macrolide	SRR413714merged	4.26165467566415e-07	CHN	0.922027290448343	513
streptogramin antibiotic	SRR413714merged	4.21725564219637e-07	CHN	0.972602739726027	511
lincosamide	SRS023971	1.13219502870576e-09	USA	0.025440313111546	511
macrolide	SRS023971	1.71410041399058e-09	USA	0.0272904483430799	513
streptogramin antibiotic	SRS023971	8.15791860492835e-10	USA	0.0234833659491194	511
lincosamide	SRS012273	1.56308833802989e-08	USA	0.183953033268102	511
macrolide	SRS012273	2.38096071306982e-08	USA	0.220272904483431	513
streptogramin antibiotic	SRS012273	5.51586131339512e-09	USA	0.086105675146771	511
lincosamide	SRR413624merged	1.13921024696103e-07	CHN	0.616438356164384	511
macrolide	SRR413624merged	2.7782434255122e-07	CHN	0.807017543859649	513
streptogramin antibiotic	SRR413624merged	1.18997656983216e-07	CHN	0.608610567514677	511
lincosamide	SRR413705merged	2.15267023725287e-07	CHN	0.831702544031311	511
macrolide	SRR413705merged	2.41495389486503e-07	CHN	0.762183235867446	513
streptogramin antibiotic	SRR413705merged	1.91459583777262e-07	CHN	0.7573385518591	511
lincosamide	Spb_9_16_20110305_FRAG_BC_Spb_9_16_F3_68	6.59994771746717e-07	RUS	0.998043052837573	511
macrolide	Spb_9_16_20110305_FRAG_BC_Spb_9_16_F3_68	6.60035657346808e-07	RUS	0.984405458089669	513
streptogramin antibiotic	Spb_9_16_20110305_FRAG_BC_Spb_9_16_F3_68	6.59994771746717e-07	RUS	0.996086105675147	511
lincosamide	SRR413585merged	1.27197737686467e-07	CHN	0.653620352250489	511
macrolide	SRR413585merged	6.40621263710356e-07	CHN	0.978557504873294	513
streptogramin antibiotic	SRR413585merged	1.20668216264055e-07	CHN	0.61839530332681	511
lincosamide	SRS020328	4.32295596408346e-08	USA	0.367906066536204	511
macrolide	SRS020328	4.02375216270462e-08	USA	0.304093567251462	513
streptogramin antibiotic	SRS020328	3.85263925831572e-08	USA	0.324853228962818	511
lincosamide	SRS011061	2.31400000452513e-08	USA	0.250489236790607	511
macrolide	SRS011061	1.50554856100817e-08	USA	0.16374269005848	513
streptogramin antibiotic	SRS011061	1.50554856100817e-08	USA	0.187866927592955	511
lincosamide	Tomsk_2014_02_28_1_L01_14_50trimmed_T_F3	1.28910006482997e-07	RUS_HOBL	0.657534246575342	511
macrolide	Tomsk_2014_02_28_1_L01_14_50trimmed_T_F3	1.36836438557682e-07	RUS_HOBL	0.58869395711501	513
streptogramin antibiotic	Tomsk_2014_02_28_1_L01_14_50trimmed_T_F3	1.3578312434097e-07	RUS_HOBL	0.647749510763209	511
lincosamide	MH0021_090201	1.60924302508908e-08	EUR	0.189823874755382	511
macrolide	MH0021_090201	1.5471178167619e-08	EUR	0.165692007797271	513
streptogramin antibiotic	MH0021_090201	1.5471178167619e-08	EUR	0.189823874755382	511
lincosamide	SRS011405	1.62423769700893e-07	USA	0.727984344422701	511
macrolide	SRS011405	1.85239912805787e-07	USA	0.686159844054581	513
streptogramin antibiotic	SRS011405	1.8481961253225e-07	USA	0.743639921722113	511
lincosamide	61_106_20121101_FRAG_BC_61_106_F3_66	8.11225321340461e-08	RUS	0.524461839530333	511
macrolide	61_106_20121101_FRAG_BC_61_106_F3_66	8.50542618097715e-08	RUS	0.450292397660819	513
streptogramin antibiotic	61_106_20121101_FRAG_BC_61_106_F3_66	8.37749717031391e-08	RUS	0.504892367906067	511
lincosamide	SRR413773merged	4.88796604620978e-08	CHN	0.389432485322896	511
macrolide	SRR413773merged	5.20126760700609e-08	CHN	0.34307992202729	513
streptogramin antibiotic	SRR413773merged	4.87740748547466e-08	CHN	0.36986301369863	511
lincosamide	MH0074_090125	3.74286892134085e-08	EUR	0.338551859099804	511
macrolide	MH0074_090125	4.10533241942819e-08	EUR	0.307992202729045	513
streptogramin antibiotic	MH0074_090125	3.90780148711406e-08	EUR	0.334637964774951	511
lincosamide	SRS011134	2.93843278818421e-08	USA	0.291585127201566	511
macrolide	SRS011134	1.92306798925787e-08	USA	0.196881091617934	513
streptogramin antibiotic	SRS011134	1.89322852419294e-08	USA	0.219178082191781	511
lincosamide	MH0004_081123	1.21158121672425e-07	EUR	0.637964774951076	511
macrolide	MH0004_081123	1.30123368231997e-07	EUR	0.567251461988304	513
streptogramin antibiotic	MH0004_081123	1.22179077971304e-07	EUR	0.62426614481409	511
lincosamide	232_250_20111116_FRAG_BC_232_250_F3_247	2.42875411684346e-08	RUS	0.26027397260274	511
macrolide	232_250_20111116_FRAG_BC_232_250_F3_247	2.54772713836855e-08	RUS	0.226120857699805	513
streptogramin antibiotic	232_250_20111116_FRAG_BC_232_250_F3_247	2.4399357115847e-08	RUS	0.25440313111546	511
lincosamide	SRR413769merged	2.01326537579658e-07	CHN	0.804305283757339	511
macrolide	SRR413769merged	2.03022942267009e-07	CHN	0.711500974658869	513
streptogramin antibiotic	SRR413769merged	2.01244499817156e-07	CHN	0.772994129158513	511
lincosamide	MH0075_090125	8.958183469782e-08	EUR	0.540117416829746	511
macrolide	MH0075_090125	9.18055270877963e-08	EUR	0.47953216374269	513
streptogramin antibiotic	MH0075_090125	8.71630423639544e-08	EUR	0.5146771037182	511
lincosamide	MH0044_090125	2.755690142297e-09	EUR	0.050880626223092	511
macrolide	MH0044_090125	4.05341050380338e-09	EUR	0.0526315789473684	513
streptogramin antibiotic	MH0044_090125	3.91168713333274e-09	EUR	0.0626223091976517	511
lincosamide	232_250_20111116_FRAG_BC_232_250_F3_236	3.85886725631039e-08	RUS	0.346379647749511	511
macrolide	232_250_20111116_FRAG_BC_232_250_F3_236	5.7651787201926e-08	RUS	0.354775828460039	513
streptogramin antibiotic	232_250_20111116_FRAG_BC_232_250_F3_236	4.12524797744302e-08	RUS	0.344422700587084	511
lincosamide	SRS048164	3.31297992687717e-08	USA	0.318982387475538	511
macrolide	SRS048164	3.26350433256063e-08	USA	0.267056530214425	513
streptogramin antibiotic	SRS048164	3.256919451609e-08	USA	0.305283757338552	511
lincosamide	SRS023914	1.14742497618408e-07	USA	0.62426614481409	511
macrolide	SRS023914	2.3920093265205e-07	USA	0.758284600389864	513
streptogramin antibiotic	SRS023914	2.38686939956421e-07	USA	0.827788649706458	511
lincosamide	202_209_20111028_FRAG_BC_202_209_F3_205	4.97095273106325e-08	RUS	0.393346379647749	511
macrolide	202_209_20111028_FRAG_BC_202_209_F3_205	5.10168219198301e-08	RUS	0.339181286549708	513
streptogramin antibiotic	202_209_20111028_FRAG_BC_202_209_F3_205	5.05611247149958e-08	RUS	0.377690802348337	511
lincosamide	SRS013951	1.56557059516833e-08	USA	0.185909980430528	511
macrolide	SRS013951	9.31662222693526e-09	USA	0.10916179337232	513
streptogramin antibiotic	SRS013951	9.1880640005838e-09	USA	0.135029354207436	511
lincosamide	202_209_20111028_FRAG_BC_202_209_F3_203	8.94827426659158e-09	RUS	0.13307240704501	511
macrolide	202_209_20111028_FRAG_BC_202_209_F3_203	9.98051496628344e-09	RUS	0.116959064327485	513
streptogramin antibiotic	202_209_20111028_FRAG_BC_202_209_F3_203	5.65969194505449e-09	RUS	0.0919765166340509	511
lincosamide	SRR413717merged	4.1655967657753e-07	CHN	0.966731898238748	511
macrolide	SRR413717merged	3.50703180528584e-07	CHN	0.886939571150097	513
streptogramin antibiotic	SRR413717merged	3.41518847941336e-07	CHN	0.935420743639922	511
lincosamide	SRS016267	4.45480915826548e-08	USA	0.37573385518591	511
macrolide	SRS016267	4.6220318759446e-08	USA	0.323586744639376	513
streptogramin antibiotic	SRS016267	4.48464362093749e-08	USA	0.354207436399217	511
lincosamide	MH0033_090122	5.91947297066551e-08	EUR	0.428571428571429	511
macrolide	MH0033_090122	7.02141918018895e-08	EUR	0.417153996101364	513
streptogramin antibiotic	MH0033_090122	7.02141918018895e-08	EUR	0.461839530332681	511
lincosamide	SRR413594merged	7.31312487514528e-08	CHN	0.49706457925636	511
macrolide	SRR413594merged	7.99268187330277e-08	CHN	0.446393762183236	513
streptogramin antibiotic	SRR413594merged	7.37054041939408e-08	CHN	0.475538160469667	511
lincosamide	MH0050_090201	2.74788121740564e-09	EUR	0.0489236790606654	511
macrolide	MH0050_090201	3.10951749319263e-09	EUR	0.0428849902534113	513
streptogramin antibiotic	MH0050_090201	2.74788121740564e-09	EUR	0.0547945205479452	511
lincosamide	SRS013476	3.01757955431949e-08	USA	0.303326810176125	511
macrolide	SRS013476	3.50129712603392e-08	USA	0.280701754385965	513
streptogramin antibiotic	SRS013476	3.47927553892019e-08	USA	0.313111545988258	511
lincosamide	SRS022071	1.50334313537732e-08	USA	0.180039138943249	511
macrolide	SRS022071	9.63428183344579e-09	USA	0.113060428849903	513
streptogramin antibiotic	SRS022071	9.63428183344579e-09	USA	0.142857142857143	511
lincosamide	SRR413565merged	1.23631312050329e-07	CHN	0.647749510763209	511
macrolide	SRR413565merged	1.38601800470634e-07	CHN	0.592592592592593	513
streptogramin antibiotic	SRR413565merged	1.22744458834968e-07	CHN	0.626223091976517	511
lincosamide	SRS011302	6.18436868909126e-08	USA	0.438356164383562	511
macrolide	SRS011302	5.60045191752483e-08	USA	0.348927875243665	513
streptogramin antibiotic	SRS011302	5.58469153865542e-08	USA	0.385518590998043	511
lincosamide	SRR413721merged	2.56368948879851e-07	CHN	0.876712328767123	511
macrolide	SRR413721merged	3.38556968372481e-07	CHN	0.867446393762183	513
streptogramin antibiotic	SRR413721merged	2.68005638505335e-07	CHN	0.859099804305284	511
lincosamide	MH0080_090130	7.19986299411587e-09	EUR	0.111545988258317	511
macrolide	MH0080_090130	7.4238598225667e-09	EUR	0.0916179337231969	513
streptogramin antibiotic	MH0080_090130	7.35827198471802e-09	EUR	0.107632093933464	511
lincosamide	61_106_20121101_FRAG_BC_61_106_F3_100	5.02708702419738e-09	RUS	0.0880626223091976	511
macrolide	61_106_20121101_FRAG_BC_61_106_F3_100	6.64011218736366e-09	RUS	0.0838206627680312	513
streptogramin antibiotic	61_106_20121101_FRAG_BC_61_106_F3_100	4.51650795429887e-09	RUS	0.0704500978473581	511
lincosamide	SRR413572merged	2.15367659525105e-07	CHN	0.833659491193738	511
macrolide	SRR413572merged	2.78066964503591e-07	CHN	0.808966861598441	513
streptogramin antibiotic	SRR413572merged	2.1548353488327e-07	CHN	0.792563600782779	511
lincosamide	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_316	1.95971121692183e-08	RUS	0.223091976516634	511
macrolide	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_316	3.46562337144854e-08	RUS	0.274853801169591	513
streptogramin antibiotic	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_316	3.30033612287385e-08	RUS	0.307240704500978	511
lincosamide	SRS015663	1.40425805728126e-07	USA	0.684931506849315	511
macrolide	SRS015663	1.49543597263703e-07	USA	0.608187134502924	513
streptogramin antibiotic	SRS015663	1.48221320037732e-07	USA	0.675146771037182	511
lincosamide	77_Omsk_20120215_FRAG_BC_77_Omsk_F3_184	6.12496333506415e-09	RUS	0.107632093933464	511
macrolide	77_Omsk_20120215_FRAG_BC_77_Omsk_F3_184	1.9532119151473e-08	RUS	0.198830409356725	513
streptogramin antibiotic	77_Omsk_20120215_FRAG_BC_77_Omsk_F3_184	1.74406430392322e-08	RUS	0.207436399217221	511
lincosamide	MH0038_090122	1.87667372075992e-08	EUR	0.211350293542074	511
macrolide	MH0038_090122	1.4716085341618e-08	EUR	0.159844054580897	513
streptogramin antibiotic	MH0038_090122	1.4363050147805e-08	EUR	0.181996086105675	511
lincosamide	SRS014287	6.82540058074853e-08	USA	0.469667318982387	511
macrolide	SRS014287	6.98355840637381e-08	USA	0.415204678362573	513
streptogramin antibiotic	SRS014287	6.98182106615813e-08	USA	0.459882583170254	511
lincosamide	SRR413583merged	2.34916229953932e-07	CHN	0.853228962818004	511
macrolide	SRR413583merged	1.78656236716067e-07	CHN	0.674463937621832	513
streptogramin antibiotic	SRR413583merged	1.67895917805843e-07	CHN	0.714285714285714	511
lincosamide	SRS017103	6.24935708334207e-08	USA	0.442270058708415	511
macrolide	SRS017103	6.1442206159941e-08	USA	0.372319688109162	513
streptogramin antibiotic	SRS017103	6.14342536871073e-08	USA	0.416829745596869	511
lincosamide	185_210_20111102_FRAG_BC_185_210_F3_185	6.31671005674079e-08	RUS	0.444227005870841	511
macrolide	185_210_20111102_FRAG_BC_185_210_F3_185	6.01849200343165e-07	RUS	0.97270955165692	513
streptogramin antibiotic	185_210_20111102_FRAG_BC_185_210_F3_185	6.18233439081493e-08	RUS	0.420743639921722	511
lincosamide	SRR413616merged	1.68004240193975e-07	CHN	0.73972602739726	511
macrolide	SRR413616merged	1.75734121553929e-07	CHN	0.666666666666667	513
streptogramin antibiotic	SRR413616merged	1.59640608667479e-07	CHN	0.698630136986301	511
lincosamide	SRS045004	1.80202550123654e-08	USA	0.207436399217221	511
macrolide	SRS045004	3.1470496802979e-08	USA	0.261208576998051	513
streptogramin antibiotic	SRS045004	3.14468077399372e-08	USA	0.299412915851272	511
lincosamide	T1_T16_20140211_FRAG_BC_T1_T16_F3_T3	2.17293158060369e-08	RUS_HOBL	0.238747553816047	511
macrolide	T1_T16_20140211_FRAG_BC_T1_T16_F3_T3	1.83369749915417e-08	RUS_HOBL	0.187134502923977	513
streptogramin antibiotic	T1_T16_20140211_FRAG_BC_T1_T16_F3_T3	1.49412392879165e-08	RUS_HOBL	0.185909980430528	511
lincosamide	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_T24	3.22800802665207e-07	RUS_HOBL	0.927592954990215	511
macrolide	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_T24	5.6862808946798e-07	RUS_HOBL	0.961013645224172	513
streptogramin antibiotic	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_T24	5.37431481212156e-07	RUS_HOBL	0.98238747553816	511
lincosamide	61_106_20121101_FRAG_BC_61_106_F3_98	1.96118702135509e-08	RUS	0.225048923679061	511
macrolide	61_106_20121101_FRAG_BC_61_106_F3_98	2.34172607251328e-08	RUS	0.214424951267057	513
streptogramin antibiotic	61_106_20121101_FRAG_BC_61_106_F3_98	2.22661778592384e-08	RUS	0.234833659491194	511
lincosamide	SRS045713	4.68700062600315e-08	USA	0.383561643835616	511
macrolide	SRS045713	4.59670829364242e-08	USA	0.317738791423002	513
streptogramin antibiotic	SRS045713	4.5891489033668e-08	USA	0.356164383561644	511
lincosamide	SRS049900	5.55984756363819e-09	USA	0.0978473581213307	511
macrolide	SRS049900	7.11655316068476e-09	USA	0.0896686159844055	513
streptogramin antibiotic	SRS049900	6.58923775942647e-09	USA	0.101761252446184	511
lincosamide	MH0067_090126	2.96128434768873e-09	EUR	0.0567514677103718	511
macrolide	MH0067_090126	8.56198508794959e-09	EUR	0.105263157894737	513
streptogramin antibiotic	MH0067_090126	8.56198508794959e-09	EUR	0.125244618395303	511
lincosamide	MH0041_090125	1.6987003450956e-09	EUR	0.0371819960861057	511
macrolide	MH0041_090125	4.47091133626348e-09	EUR	0.0545808966861598	513
streptogramin antibiotic	MH0041_090125	2.49862357287097e-09	EUR	0.0528375733855186	511
lincosamide	232_250_20111116_FRAG_BC_232_250_F3_250	2.0798472252882e-07	RUS	0.810176125244618	511
macrolide	232_250_20111116_FRAG_BC_232_250_F3_250	2.10960092620359e-07	RUS	0.721247563352826	513
streptogramin antibiotic	232_250_20111116_FRAG_BC_232_250_F3_250	2.08980220964188e-07	RUS	0.780821917808219	511
lincosamide	MH0010_081120	9.67478966902613e-08	EUR	0.553816046966732	511
macrolide	MH0010_081120	2.41020593485515e-07	EUR	0.760233918128655	513
streptogramin antibiotic	MH0010_081120	2.40978271676999e-07	EUR	0.829745596868884	511
lincosamide	kazan5500_2014_03_31_1_L01_19BR_50trimmed_T_F3	1.81574505004466e-07	RUS_HOBL	0.76320939334638	511
macrolide	kazan5500_2014_03_31_1_L01_19BR_50trimmed_T_F3	1.82558578707987e-07	RUS_HOBL	0.684210526315789	513
streptogramin antibiotic	kazan5500_2014_03_31_1_L01_19BR_50trimmed_T_F3	1.82331936197687e-07	RUS_HOBL	0.741682974559687	511
lincosamide	SRR413617merged	4.21754238211625e-07	CHN	0.968688845401174	511
macrolide	SRR413617merged	3.3894852188884e-07	CHN	0.869395711500975	513
streptogramin antibiotic	SRR413617merged	3.25434124571057e-07	CHN	0.919765166340509	511
lincosamide	SRR413638merged	2.53906650036581e-08	CHN	0.270058708414873	511
macrolide	SRR413638merged	1.71933103947549e-08	CHN	0.177387914230019	513
streptogramin antibiotic	SRR413638merged	1.34915588284312e-08	CHN	0.178082191780822	511
lincosamide	SRS023583	6.09270268110358e-09	USA	0.105675146771037	511
macrolide	SRS023583	1.81094603028609e-08	USA	0.183235867446394	513
streptogramin antibiotic	SRS023583	1.76007921051477e-08	USA	0.209393346379648	511
lincosamide	SRS064557	2.54910195625083e-08	USA	0.272015655577299	511
macrolide	SRS064557	1.85535195634398e-08	USA	0.189083820662768	513
streptogramin antibiotic	SRS064557	1.84905955349411e-08	USA	0.215264187866928	511
lincosamide	SRS064276	4.14947413586161e-08	USA	0.36399217221135	511
macrolide	SRS064276	5.21164675565805e-08	USA	0.345029239766082	513
streptogramin antibiotic	SRS064276	4.26586657549438e-08	USA	0.350293542074364	511
lincosamide	SRS017521	1.38353460256607e-07	USA	0.675146771037182	511
macrolide	SRS017521	4.31396331594629e-07	USA	0.923976608187134	513
streptogramin antibiotic	SRS017521	3.889988676192e-07	USA	0.960861056751468	511
lincosamide	SRR413614merged	2.16903295131562e-07	CHN	0.837573385518591	511
macrolide	SRR413614merged	1.94169148467194e-07	CHN	0.699805068226121	513
streptogramin antibiotic	SRR413614merged	1.9296364238801e-07	CHN	0.759295499021526	511
lincosamide	kazan5500_2014_03_31_1_L02_61BR_50trimmed_T_F3	2.46587682958773e-08	RUS_HOBL	0.26614481409002	511
macrolide	kazan5500_2014_03_31_1_L02_61BR_50trimmed_T_F3	1.5564339130734e-07	RUS_HOBL	0.619883040935672	513
streptogramin antibiotic	kazan5500_2014_03_31_1_L02_61BR_50trimmed_T_F3	2.54896321951832e-08	RUS_HOBL	0.262230919765166	511
lincosamide	MH0047_081223	6.17138717973291e-08	EUR	0.434442270058708	511
macrolide	MH0047_081223	6.51695043881768e-08	EUR	0.389863547758285	513
streptogramin antibiotic	MH0047_081223	6.38518317982092e-08	EUR	0.426614481409002	511
lincosamide	SRR413576merged	3.86226375552072e-07	CHN	0.960861056751468	511
macrolide	SRR413576merged	3.75152502576666e-07	CHN	0.90448343079922	513
streptogramin antibiotic	SRR413576merged	3.45822358646111e-07	CHN	0.941291585127202	511
lincosamide	SRR413746merged	9.74478340982014e-08	CHN	0.557729941291585	511
macrolide	SRR413746merged	1.73048283748184e-07	CHN	0.662768031189084	513
streptogramin antibiotic	SRR413746merged	7.60596341268473e-08	CHN	0.483365949119374	511
lincosamide	SRR413757merged	2.94043946658603e-07	CHN	0.913894324853229	511
macrolide	SRR413757merged	3.32374491712073e-07	CHN	0.859649122807018	513
